id,difficulty,questionType,mechanic,skill,promptText,audioText,optionA,optionB,optionC,optionD,correctAnswer,stimulusJson,optionsJson,answerJson,hintJson,explanation,targetVocabulary,worldTags,estimatedSeconds,requiresMemoryPhase,notes
GB-0527,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🐘  ELEPHANT,🐯  TIGER,🦁  MONKEY,🐶  DOG,🦁  MONKEY,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🐘  ELEPHANT"", ""imageAssetKey"": ""animals_elephant"", ""word"": ""ELEPHANT""}, {""id"": ""B"", ""label"": ""🐯  TIGER"", ""imageAssetKey"": ""animals_tiger"", ""word"": ""TIGER""}, {""id"": ""C"", ""label"": ""🦁  MONKEY"", ""imageAssetKey"": ""animals_lion"", ""word"": ""MONKEY""}, {""id"": ""D"", ""label"": ""🐶  DOG"", ""imageAssetKey"": ""animals_dog"", ""word"": ""DOG""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The lion picture is labeled monkey.,lion|monkey,animals|reading,15,False,
GB-0528,6,can_cannot,bell_choice,meaning,Which one can run?,Which one can run?,HORSE,FISH,CHAIR,BUS,HORSE,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""HORSE"", ""assetKey"": ""vocab_horse""}, {""id"": ""B"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""C"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}, {""id"": ""D"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",horse can run.,horse|run,actions,14,False,
GB-0529,6,can_cannot,bell_choice,meaning,Find one that cannot fly.,Find one that cannot fly.,PLANE,BEE,CHAIR,BIRD,CHAIR,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""PLANE"", ""assetKey"": ""vocab_plane""}, {""id"": ""B"", ""label"": ""BEE"", ""assetKey"": ""vocab_bee""}, {""id"": ""C"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}, {""id"": ""D"", ""label"": ""BIRD"", ""assetKey"": ""vocab_bird""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",chair cannot fly.,chair|fly,actions,14,False,
GB-0530,6,missing_letter,raise_board,spelling,Complete the word: S T A _,Complete the word star.,Y,R,O,B,R,"{""type"": ""word"", ""maskedWord"": ""S T A _"", ""meaningAssetKey"": ""vocab_star""}","[{""id"": ""A"", ""label"": ""Y""}, {""id"": ""B"", ""label"": ""R""}, {""id"": ""C"", ""label"": ""O""}, {""id"": ""D"", ""label"": ""B""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen: star."", ""strategy"": ""play_word_slow""}",The word is STAR.,star,spelling,12,False,
GB-0531,6,two_step_instruction,listen_run,listening,First choose the brown heart. Then choose the white triangle.,First choose the brown heart. Then choose the white triangle.,brown heart → white triangle,brown heart → white heart,white triangle → brown heart,brown triangle → white triangle,brown heart → white triangle,"{""type"": ""twoStepObjects"", ""objects"": [""brown heart"", ""white triangle""]}","[{""id"": ""A"", ""label"": ""brown heart → white triangle"", ""sequence"": [""brown heart"", ""white triangle""]}, {""id"": ""B"", ""label"": ""brown heart → white heart"", ""sequence"": [""brown heart"", ""white heart""]}, {""id"": ""C"", ""label"": ""white triangle → brown heart"", ""sequence"": [""white triangle"", ""brown heart""]}, {""id"": ""D"", ""label"": ""brown triangle → white triangle"", ""sequence"": [""brown triangle"", ""white triangle""]}]","{""type"": ""option"", ""value"": ""A"", ""sequence"": [""brown heart"", ""white triangle""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is brown heart, then white triangle.",brown|heart|white|triangle,shapes|colors,18,False,
GB-0532,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🦆  BIRD,🦒  GIRAFFE,🐄  COW,🦓  ZEBRA,🦆  BIRD,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🦆  BIRD"", ""imageAssetKey"": ""animals_duck"", ""word"": ""BIRD""}, {""id"": ""B"", ""label"": ""🦒  GIRAFFE"", ""imageAssetKey"": ""animals_giraffe"", ""word"": ""GIRAFFE""}, {""id"": ""C"", ""label"": ""🐄  COW"", ""imageAssetKey"": ""animals_cow"", ""word"": ""COW""}, {""id"": ""D"", ""label"": ""🦓  ZEBRA"", ""imageAssetKey"": ""animals_zebra"", ""word"": ""ZEBRA""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The duck picture is labeled bird.,duck|bird,animals|reading,15,False,
GB-0533,6,can_cannot,bell_choice,meaning,Lulu asks: Which one can fly?,Lulu asks: Which one can fly?,CHAIR,BUTTERFLY,CAR,BOOK,BUTTERFLY,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}, {""id"": ""B"", ""label"": ""BUTTERFLY"", ""assetKey"": ""vocab_butterfly""}, {""id"": ""C"", ""label"": ""CAR"", ""assetKey"": ""vocab_car""}, {""id"": ""D"", ""label"": ""BOOK"", ""assetKey"": ""vocab_book""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",butterfly can fly.,butterfly|fly,actions,14,False,
GB-0534,6,can_cannot,bell_choice,meaning,Find one that cannot run.,Find one that cannot run.,BUS,DOG,HORSE,TIGER,BUS,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}, {""id"": ""B"", ""label"": ""DOG"", ""assetKey"": ""vocab_dog""}, {""id"": ""C"", ""label"": ""HORSE"", ""assetKey"": ""vocab_horse""}, {""id"": ""D"", ""label"": ""TIGER"", ""assetKey"": ""vocab_tiger""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",bus cannot run.,bus|run,actions,14,False,
GB-0535,6,missing_letter,raise_board,spelling,Complete the word: C H _ I R,Complete the word chair.,V,A,C,L,A,"{""type"": ""word"", ""maskedWord"": ""C H _ I R"", ""meaningAssetKey"": ""vocab_chair""}","[{""id"": ""A"", ""label"": ""V""}, {""id"": ""B"", ""label"": ""A""}, {""id"": ""C"", ""label"": ""C""}, {""id"": ""D"", ""label"": ""L""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen: chair."", ""strategy"": ""play_word_slow""}",The word is CHAIR.,chair,spelling,12,False,
GB-0536,6,two_step_instruction,listen_run,listening,First choose the yellow star. Then choose the blue heart.,First choose the yellow star. Then choose the blue heart.,blue heart → yellow star,yellow star → blue heart,yellow star → blue star,yellow heart → blue heart,yellow star → blue heart,"{""type"": ""twoStepObjects"", ""objects"": [""yellow star"", ""blue heart""]}","[{""id"": ""A"", ""label"": ""blue heart → yellow star"", ""sequence"": [""blue heart"", ""yellow star""]}, {""id"": ""B"", ""label"": ""yellow star → blue heart"", ""sequence"": [""yellow star"", ""blue heart""]}, {""id"": ""C"", ""label"": ""yellow star → blue star"", ""sequence"": [""yellow star"", ""blue star""]}, {""id"": ""D"", ""label"": ""yellow heart → blue heart"", ""sequence"": [""yellow heart"", ""blue heart""]}]","{""type"": ""option"", ""value"": ""B"", ""sequence"": [""yellow star"", ""blue heart""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is yellow star, then blue heart.",yellow|star|blue|heart,shapes|colors,18,False,
GB-0537,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🐱  CAT,🐯  FROG,🦆  DUCK,🐟  FISH,🐯  FROG,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🐱  CAT"", ""imageAssetKey"": ""animals_cat"", ""word"": ""CAT""}, {""id"": ""B"", ""label"": ""🐯  FROG"", ""imageAssetKey"": ""animals_tiger"", ""word"": ""FROG""}, {""id"": ""C"", ""label"": ""🦆  DUCK"", ""imageAssetKey"": ""animals_duck"", ""word"": ""DUCK""}, {""id"": ""D"", ""label"": ""🐟  FISH"", ""imageAssetKey"": ""animals_fish"", ""word"": ""FISH""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The tiger picture is labeled frog.,tiger|frog,animals|reading,15,False,
GB-0538,6,can_cannot,bell_choice,meaning,Which one can jump?,Which one can jump?,FROG,BUS,CHAIR,BOOK,FROG,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""FROG"", ""assetKey"": ""vocab_frog""}, {""id"": ""B"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}, {""id"": ""C"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}, {""id"": ""D"", ""label"": ""BOOK"", ""assetKey"": ""vocab_book""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",frog can jump.,frog|jump,actions,14,False,
GB-0539,6,can_cannot,bell_choice,meaning,Which one CANNOT swim?,Which one CANNOT swim?,FISH,DUCK,FROG,BUS,BUS,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""B"", ""label"": ""DUCK"", ""assetKey"": ""vocab_duck""}, {""id"": ""C"", ""label"": ""FROG"", ""assetKey"": ""vocab_frog""}, {""id"": ""D"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",bus cannot swim.,bus|swim,actions,14,False,
GB-0540,6,missing_letter,raise_board,spelling,Complete the word: B _ D,Complete the word bed.,H,E,N,Q,E,"{""type"": ""word"", ""maskedWord"": ""B _ D"", ""meaningAssetKey"": ""vocab_bed""}","[{""id"": ""A"", ""label"": ""H""}, {""id"": ""B"", ""label"": ""E""}, {""id"": ""C"", ""label"": ""N""}, {""id"": ""D"", ""label"": ""Q""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen: bed."", ""strategy"": ""play_word_slow""}",The word is BED.,bed,spelling,12,False,
GB-0541,6,two_step_instruction,listen_run,listening,First choose the blue star. Then choose the black triangle.,First choose the blue star. Then choose the black triangle.,black triangle → blue star,blue star → black star,blue star → black triangle,blue triangle → black triangle,blue star → black triangle,"{""type"": ""twoStepObjects"", ""objects"": [""blue star"", ""black triangle""]}","[{""id"": ""A"", ""label"": ""black triangle → blue star"", ""sequence"": [""black triangle"", ""blue star""]}, {""id"": ""B"", ""label"": ""blue star → black star"", ""sequence"": [""blue star"", ""black star""]}, {""id"": ""C"", ""label"": ""blue star → black triangle"", ""sequence"": [""blue star"", ""black triangle""]}, {""id"": ""D"", ""label"": ""blue triangle → black triangle"", ""sequence"": [""blue triangle"", ""black triangle""]}]","{""type"": ""option"", ""value"": ""C"", ""sequence"": [""blue star"", ""black triangle""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is blue star, then black triangle.",blue|star|black|triangle,shapes|colors,18,False,
GB-0542,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🍰  APPLE,🥚  EGG,🍐  PEAR,🍅  TOMATO,🍰  APPLE,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🍰  APPLE"", ""imageAssetKey"": ""food_cake"", ""word"": ""APPLE""}, {""id"": ""B"", ""label"": ""🥚  EGG"", ""imageAssetKey"": ""food_egg"", ""word"": ""EGG""}, {""id"": ""C"", ""label"": ""🍐  PEAR"", ""imageAssetKey"": ""food_pear"", ""word"": ""PEAR""}, {""id"": ""D"", ""label"": ""🍅  TOMATO"", ""imageAssetKey"": ""food_tomato"", ""word"": ""TOMATO""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The cake picture is labeled apple.,cake|apple,food|reading,15,False,
GB-0543,6,can_cannot,bell_choice,meaning,Find one that can read.,Find one that can read.,DUCK,FISH,STUDENT,CAR,STUDENT,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""DUCK"", ""assetKey"": ""vocab_duck""}, {""id"": ""B"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""C"", ""label"": ""STUDENT"", ""assetKey"": ""vocab_student""}, {""id"": ""D"", ""label"": ""CAR"", ""assetKey"": ""vocab_car""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",student can read.,student|read,actions,14,False,
GB-0544,6,can_cannot,bell_choice,meaning,Find one that cannot read.,Find one that cannot read.,CAR,LULU,TEACHER,STUDENT,CAR,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""CAR"", ""assetKey"": ""vocab_car""}, {""id"": ""B"", ""label"": ""LULU"", ""assetKey"": ""vocab_lulu""}, {""id"": ""C"", ""label"": ""TEACHER"", ""assetKey"": ""vocab_teacher""}, {""id"": ""D"", ""label"": ""STUDENT"", ""assetKey"": ""vocab_student""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",car cannot read.,car|read,actions,14,False,
GB-0545,6,missing_letter,raise_board,spelling,Complete the word: S O F _,Complete the word sofa.,A,F,J,K,A,"{""type"": ""word"", ""maskedWord"": ""S O F _"", ""meaningAssetKey"": ""vocab_sofa""}","[{""id"": ""A"", ""label"": ""A""}, {""id"": ""B"", ""label"": ""F""}, {""id"": ""C"", ""label"": ""J""}, {""id"": ""D"", ""label"": ""K""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen: sofa."", ""strategy"": ""play_word_slow""}",The word is SOFA.,sofa,spelling,12,False,
GB-0546,6,two_step_instruction,listen_run,listening,First choose the pink triangle. Then choose the black square.,First choose the pink triangle. Then choose the black square.,pink triangle → black triangle,black square → pink triangle,pink triangle → black square,pink square → black square,pink triangle → black square,"{""type"": ""twoStepObjects"", ""objects"": [""pink triangle"", ""black square""]}","[{""id"": ""A"", ""label"": ""pink triangle → black triangle"", ""sequence"": [""pink triangle"", ""black triangle""]}, {""id"": ""B"", ""label"": ""black square → pink triangle"", ""sequence"": [""black square"", ""pink triangle""]}, {""id"": ""C"", ""label"": ""pink triangle → black square"", ""sequence"": [""pink triangle"", ""black square""]}, {""id"": ""D"", ""label"": ""pink square → black square"", ""sequence"": [""pink square"", ""black square""]}]","{""type"": ""option"", ""value"": ""C"", ""sequence"": [""pink triangle"", ""black square""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is pink triangle, then black square.",pink|triangle|black|square,shapes|colors,18,False,
GB-0547,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🐱  CAT,🦆  DUCK,🐝  DOG,🐸  FROG,🐝  DOG,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🐱  CAT"", ""imageAssetKey"": ""animals_cat"", ""word"": ""CAT""}, {""id"": ""B"", ""label"": ""🦆  DUCK"", ""imageAssetKey"": ""animals_duck"", ""word"": ""DUCK""}, {""id"": ""C"", ""label"": ""🐝  DOG"", ""imageAssetKey"": ""animals_bee"", ""word"": ""DOG""}, {""id"": ""D"", ""label"": ""🐸  FROG"", ""imageAssetKey"": ""animals_frog"", ""word"": ""FROG""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The bee picture is labeled dog.,bee|dog,animals|reading,15,False,
GB-0548,6,can_cannot,bell_choice,meaning,Which one can read?,Which one can read?,FISH,TEACHER,CAR,DUCK,TEACHER,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""B"", ""label"": ""TEACHER"", ""assetKey"": ""vocab_teacher""}, {""id"": ""C"", ""label"": ""CAR"", ""assetKey"": ""vocab_car""}, {""id"": ""D"", ""label"": ""DUCK"", ""assetKey"": ""vocab_duck""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",teacher can read.,teacher|read,actions,14,False,
GB-0549,6,can_cannot,bell_choice,meaning,Which one CANNOT jump?,Which one CANNOT jump?,RABBIT,FROG,CHAIR,TIGER,CHAIR,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""RABBIT"", ""assetKey"": ""vocab_rabbit""}, {""id"": ""B"", ""label"": ""FROG"", ""assetKey"": ""vocab_frog""}, {""id"": ""C"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}, {""id"": ""D"", ""label"": ""TIGER"", ""assetKey"": ""vocab_tiger""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",chair cannot jump.,chair|jump,actions,14,False,
GB-0550,6,missing_letter,raise_board,spelling,Complete the word: G R _ P E,Complete the word grape.,E,G,J,A,A,"{""type"": ""word"", ""maskedWord"": ""G R _ P E"", ""meaningAssetKey"": ""vocab_grape""}","[{""id"": ""A"", ""label"": ""E""}, {""id"": ""B"", ""label"": ""G""}, {""id"": ""C"", ""label"": ""J""}, {""id"": ""D"", ""label"": ""A""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen: grape."", ""strategy"": ""play_word_slow""}",The word is GRAPE.,grape,spelling,12,False,
GB-0551,6,two_step_instruction,listen_run,listening,First choose the brown circle. Then choose the green triangle.,First choose the brown circle. Then choose the green triangle.,green triangle → brown circle,brown circle → green circle,brown circle → green triangle,brown triangle → green triangle,brown circle → green triangle,"{""type"": ""twoStepObjects"", ""objects"": [""brown circle"", ""green triangle""]}","[{""id"": ""A"", ""label"": ""green triangle → brown circle"", ""sequence"": [""green triangle"", ""brown circle""]}, {""id"": ""B"", ""label"": ""brown circle → green circle"", ""sequence"": [""brown circle"", ""green circle""]}, {""id"": ""C"", ""label"": ""brown circle → green triangle"", ""sequence"": [""brown circle"", ""green triangle""]}, {""id"": ""D"", ""label"": ""brown triangle → green triangle"", ""sequence"": [""brown triangle"", ""green triangle""]}]","{""type"": ""option"", ""value"": ""C"", ""sequence"": [""brown circle"", ""green triangle""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is brown circle, then green triangle.",brown|circle|green|triangle,shapes|colors,18,False,
GB-0552,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🚌  BUS,✈️  PLANE,🚆  TRAIN,🚲  TRUCK,🚲  TRUCK,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🚌  BUS"", ""imageAssetKey"": ""transport_bus"", ""word"": ""BUS""}, {""id"": ""B"", ""label"": ""✈️  PLANE"", ""imageAssetKey"": ""transport_plane"", ""word"": ""PLANE""}, {""id"": ""C"", ""label"": ""🚆  TRAIN"", ""imageAssetKey"": ""transport_train"", ""word"": ""TRAIN""}, {""id"": ""D"", ""label"": ""🚲  TRUCK"", ""imageAssetKey"": ""transport_bike"", ""word"": ""TRUCK""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The bike picture is labeled truck.,bike|truck,transport|reading,15,False,
GB-0553,6,can_cannot,bell_choice,meaning,Lulu asks: Which one can run?,Lulu asks: Which one can run?,FISH,BUS,HORSE,CHAIR,HORSE,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""B"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}, {""id"": ""C"", ""label"": ""HORSE"", ""assetKey"": ""vocab_horse""}, {""id"": ""D"", ""label"": ""CHAIR"", ""assetKey"": ""vocab_chair""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",horse can run.,horse|run,actions,14,False,
GB-0554,6,can_cannot,bell_choice,meaning,Which one CANNOT jump?,Which one CANNOT jump?,MONKEY,RABBIT,FROG,BOOK,BOOK,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""MONKEY"", ""assetKey"": ""vocab_monkey""}, {""id"": ""B"", ""label"": ""RABBIT"", ""assetKey"": ""vocab_rabbit""}, {""id"": ""C"", ""label"": ""FROG"", ""assetKey"": ""vocab_frog""}, {""id"": ""D"", ""label"": ""BOOK"", ""assetKey"": ""vocab_book""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",book cannot jump.,book|jump,actions,14,False,
GB-0555,6,missing_letter,raise_board,spelling,Complete the word: E L E P _ A N T,Complete the word elephant.,C,G,E,H,H,"{""type"": ""word"", ""maskedWord"": ""E L E P _ A N T"", ""meaningAssetKey"": ""vocab_elephant""}","[{""id"": ""A"", ""label"": ""C""}, {""id"": ""B"", ""label"": ""G""}, {""id"": ""C"", ""label"": ""E""}, {""id"": ""D"", ""label"": ""H""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen: elephant."", ""strategy"": ""play_word_slow""}",The word is ELEPHANT.,elephant,spelling,12,False,
GB-0556,6,two_step_instruction,listen_run,listening,First choose the green star. Then choose the white heart.,First choose the green star. Then choose the white heart.,white heart → green star,green star → white heart,green heart → white heart,green star → white star,green star → white heart,"{""type"": ""twoStepObjects"", ""objects"": [""green star"", ""white heart""]}","[{""id"": ""A"", ""label"": ""white heart → green star"", ""sequence"": [""white heart"", ""green star""]}, {""id"": ""B"", ""label"": ""green star → white heart"", ""sequence"": [""green star"", ""white heart""]}, {""id"": ""C"", ""label"": ""green heart → white heart"", ""sequence"": [""green heart"", ""white heart""]}, {""id"": ""D"", ""label"": ""green star → white star"", ""sequence"": [""green star"", ""white star""]}]","{""type"": ""option"", ""value"": ""B"", ""sequence"": [""green star"", ""white heart""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is green star, then white heart.",green|star|white|heart,shapes|colors,18,False,
GB-0557,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🚗  CAR,🚌  BUS,⛵  BOAT,🚆  BIKE,🚆  BIKE,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🚗  CAR"", ""imageAssetKey"": ""transport_car"", ""word"": ""CAR""}, {""id"": ""B"", ""label"": ""🚌  BUS"", ""imageAssetKey"": ""transport_bus"", ""word"": ""BUS""}, {""id"": ""C"", ""label"": ""⛵  BOAT"", ""imageAssetKey"": ""transport_boat"", ""word"": ""BOAT""}, {""id"": ""D"", ""label"": ""🚆  BIKE"", ""imageAssetKey"": ""transport_train"", ""word"": ""BIKE""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The train picture is labeled bike.,train|bike,transport|reading,15,False,
GB-0558,6,can_cannot,bell_choice,meaning,Find one that can jump.,Find one that can jump.,FISH,MONKEY,BOOK,BUS,MONKEY,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""FISH"", ""assetKey"": ""vocab_fish""}, {""id"": ""B"", ""label"": ""MONKEY"", ""assetKey"": ""vocab_monkey""}, {""id"": ""C"", ""label"": ""BOOK"", ""assetKey"": ""vocab_book""}, {""id"": ""D"", ""label"": ""BUS"", ""assetKey"": ""vocab_bus""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen carefully to can."", ""strategy"": ""emphasize_modal""}",monkey can jump.,monkey|jump,actions,14,False,
GB-0559,6,can_cannot,bell_choice,meaning,Poki asks: Which one cannot read?,Poki asks: Which one cannot read?,TEACHER,LULU,PIP,CAR,CAR,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""TEACHER"", ""assetKey"": ""vocab_teacher""}, {""id"": ""B"", ""label"": ""LULU"", ""assetKey"": ""vocab_lulu""}, {""id"": ""C"", ""label"": ""PIP"", ""assetKey"": ""vocab_pip""}, {""id"": ""D"", ""label"": ""CAR"", ""assetKey"": ""vocab_car""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen carefully to cannot."", ""strategy"": ""emphasize_modal""}",car cannot read.,car|read,actions,14,False,
GB-0560,6,missing_letter,raise_board,spelling,Complete the word: _ O W,Complete the word cow.,C,S,X,U,C,"{""type"": ""word"", ""maskedWord"": ""_ O W"", ""meaningAssetKey"": ""vocab_cow""}","[{""id"": ""A"", ""label"": ""C""}, {""id"": ""B"", ""label"": ""S""}, {""id"": ""C"", ""label"": ""X""}, {""id"": ""D"", ""label"": ""U""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen: cow."", ""strategy"": ""play_word_slow""}",The word is COW.,cow,spelling,12,False,
GB-0561,6,two_step_instruction,listen_run,listening,First choose the white star. Then choose the black heart.,First choose the white star. Then choose the black heart.,white star → black heart,white star → black star,white heart → black heart,black heart → white star,white star → black heart,"{""type"": ""twoStepObjects"", ""objects"": [""white star"", ""black heart""]}","[{""id"": ""A"", ""label"": ""white star → black heart"", ""sequence"": [""white star"", ""black heart""]}, {""id"": ""B"", ""label"": ""white star → black star"", ""sequence"": [""white star"", ""black star""]}, {""id"": ""C"", ""label"": ""white heart → black heart"", ""sequence"": [""white heart"", ""black heart""]}, {""id"": ""D"", ""label"": ""black heart → white star"", ""sequence"": [""black heart"", ""white star""]}]","{""type"": ""option"", ""value"": ""A"", ""sequence"": [""white star"", ""black heart""]}","{""afterWrong"": 1, ""text"": ""Remember: FIRST ... THEN ..."", ""strategy"": ""repeat_in_two_chunks""}","The correct order is white star, then black heart.",white|star|black|heart,shapes|colors,18,False,
GB-0562,6,word_picture_mismatch,bell_choice,reading,Which pair is WRONG?,Which picture and word do not match?,🐴  HORSE,🐄  COW,🦓  BIRD,🐶  DOG,🦓  BIRD,"{""type"": ""pairs""}","[{""id"": ""A"", ""label"": ""🐴  HORSE"", ""imageAssetKey"": ""animals_horse"", ""word"": ""HORSE""}, {""id"": ""B"", ""label"": ""🐄  COW"", ""imageAssetKey"": ""animals_cow"", ""word"": ""COW""}, {""id"": ""C"", ""label"": ""🦓  BIRD"", ""imageAssetKey"": ""animals_zebra"", ""word"": ""BIRD""}, {""id"": ""D"", ""label"": ""🐶  DOG"", ""imageAssetKey"": ""animals_dog"", ""word"": ""DOG""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Check each picture and word."", ""strategy"": ""read_pairs_one_by_one""}",The zebra picture is labeled bird.,zebra|bird,animals|reading,15,False,
